,Source,Text,Category,Date,Explanation,Label
8767,Ken Cuccinelli,"Mark Warner cast ""the tiebreaking vote"" to pass Obamacare.",Virginia,"Monday, November 25th, 2013","59 others also cast ""the tiebreaking vote""",Mostly False
8768,Sheldon Whitehouse,"In a poll, ""53 percent of young Republican voters . . . under age 35 said that they would describe a climate [change] denier as 'ignorant,' 'out of touch' or 'crazy.'""",Rhode Island,"Sunday, November 24th, 2013",Poll only looked at one type of ‘denier’,Mostly True
8769,Sarah Palin,"The Affordable Care Act alters the ""sensible doctor-patient-relationship-centered health care program ... we see today.""",PunditFact,"Sunday, November 24th, 2013",Previous doctor-patient dynamic remains in place,False
8770,Matthew Dowd,"""Harry Reid was against (the nuclear option) before he was for it. Mitch McConnell was for it before he was against it. President Obama was against it before he was for it.""",PunditFact,"Sunday, November 24th, 2013",All three flip-flopped,True
8771,Mary Burke,"""The state budget has actually grown by $4.6 billion under"" Gov. Scott Walker’s actions.",Wisconsin,"Sunday, November 24th, 2013",Figure right; blame misleading,Half-True
8772,John DePetro,"""Under Mayor Cicilline, [Providence] was a sanctuary city.""",Rhode Island,"Friday, November 22nd, 2013",No sanctuary from the facts,False
8773,Barack Obama,On changing the rules for filibusters on presidential nominees,National,"Friday, November 22nd, 2013","Against the change in 2005, for it now",Full Flop
8774,Mitch McConnell,On changing the rules for filibusters on presidential nominees,National,"Friday, November 22nd, 2013","For the change in 2005, against it now",Full Flop
8775,Harry Reid,On changing the rules for filibusters on presidential nominees,National,"Friday, November 22nd, 2013","Against the change in 2005, for it now",Full Flop
8776,Mike Huckabee,"""You've got more people wanting to go moose hunting in New Hampshire than want Obamacare.""",New Hampshire,"Friday, November 22nd, 2013",Loose claim about moose,Half-True
8777,Harry Reid,"""In the history of the United States, 168 presidential nominees have been filibustered, 82 blocked under President Obama, 86 blocked under all the other presidents.""",National,"Friday, November 22nd, 2013","This counts cloture votes, not nominees",Mostly True
8778,Pat McCrory,"""If you survey, most (North Carolina) Democrats also agree with our (election) laws and voter ID.""",National,"Friday, November 22nd, 2013","True initially, but not so much recently",Mostly False
8779,Marco Rubio,"""The reason we have a national debt is not because of defense spending. What is driving our long-term debt are Medicare and Social Security programs.""",Florida,"Friday, November 22nd, 2013",Entitlements are big debt drivers,Mostly True
8780,Jody Conradt,"""All"" University of Texas ""student-athletes get an iPad.""",Texas,"Friday, November 22nd, 2013",Less than 30 loaners,Mostly False
8781,Mike Plant,"""No one in the country has ever built a brand new sports facility and created this kind of development at the same time.""",Georgia,"Thursday, November 21st, 2013","A triple, not a home run",Mostly True
8782,David Axelrod,"""8.5 million Americans have gotten rebate checks because their insurance companies were spending too much money on executive bonuses and administrative costs and not enough on health care.""",PunditFact,"Thursday, November 21st, 2013","Not always a ""check""",Mostly True
8783,Rick Scott,"Florida ""remains the top travel destination across the world.""",Florida,"Wednesday, November 20th, 2013",France and California have claims here,Mostly False
8784,Debbie Wasserman Schultz,"""500,000 people have signed up for #Obamacare.""",National,"Wednesday, November 20th, 2013",A bumpy path for some Medicaid enrollees,Half-True
8785,Ari Melber,"Says Barack Obama’s approval rating ""is right in the average"" for second-term presidents at this point.",PunditFact,"Wednesday, November 20th, 2013","Some presidents, but not all",Half-True
8786,Alison Lundergan Grimes,"Says Senate Minority Leader Mitch McConnell has ""blocked the Senate over 400 times.""",National,"Wednesday, November 20th, 2013",The numbers are more art than science,Half-True
8787,City of Austin,"""Nearly 20% of our residents"" are born abroad.",Texas,"Wednesday, November 20th, 2013","More than San Antonio, less than Houston",True
8788,Elisabeth Hasselbeck,"A Census Bureau worker says he was told to skew information to bring the unemployment rate down ""as we headed into an election season.""",PunditFact,"Wednesday, November 20th, 2013",Worker was gone in 2011,False
8789,Allan Levene,Says there’s no language in the U.S. Constitution that prevents someone from running for Congress simultaneously in multiple states.,Georgia,"Tuesday, November 19th, 2013",A fox-like move,True
8790,Mark Pryor,"Says Tom Cotton ""voted to turn Medicare into a voucher system.""",National,"Tuesday, November 19th, 2013","Experts debate ""voucher"" definition",Mostly True
8791,Tom Cotton,"Says Mark Pryor ""cut Medicare to pay for Obamacare.""",National,"Tuesday, November 19th, 2013","Slows Medicare spending, doesn't slash funds",Half-True
8792,Herman Cain,"Says Thomas Jefferson said, ""You might be able to fool the people for awhile, and they may go astray, but sooner or later the American people are going to wake up and they will correct the course.""",PunditFact,"Tuesday, November 19th, 2013",The price of accuracy is eternal vigilance,Half-True
8793,Jim Rubens,"""In Jeanne Shaheen, New Hampshire has a Senator who was the deciding vote to pass Obamacare.""",New Hampshire,"Tuesday, November 19th, 2013",Can be said about any Democrat,Mostly False
8794,Greg Abbott,"In ""reality,"" there have ""been no problems whatsoever"" with the Texas voter ID law.",Texas,"Tuesday, November 19th, 2013",Mister Speaker!,Mostly False
8795,Mary Burke,"""You've seen where we're now going from a $700 million surplus to getting into the next biennium with almost a $750 million deficit.""",Wisconsin,"Tuesday, November 19th, 2013","Point is accurate, but the numbers don’t play well together",Half-True
8796,Saxby Chambliss,"The U.S. Department of Defense spends $80 million a year on prostate cancer research, $25 million a year on ovarian cancer research and $150 million a year on breast cancer research.",Georgia,"Monday, November 18th, 2013",The numbers have changed since FY 2010,Mostly True
8797,Jan Schakowsky,"The United States ""has never been richer, if you look at per capita GDP.""",National,"Monday, November 18th, 2013","It's right, but not by much",True
8798,Facebook posts,"Medicare Part D ""was far more expensive than the Affordable Care Act and unlike"" the act, ""was never budgeted.""",Texas,"Monday, November 18th, 2013",Per Congress’ number-crunchers,Mostly True
8799,Kelly Ayotte,"The deficit this year could pay ""all of the 2013 salaries of every professional baseball player for the next 248 years.""",New Hampshire,"Sunday, November 17th, 2013",She swings -- and connects,True
8800,Nancy Pelosi,Says the number of Democrats who voted for the GOP measure allowing health plan renewals is close to the number who voted on GOP bills to delay mandates on employers and individuals.,National,"Sunday, November 17th, 2013",Not all the same vote counts,Half-True
8801,Nancy Pelosi,"""The (health care) law does not demand that all of these cancellations go out.""",National,"Sunday, November 17th, 2013",Downplays the thrust of the law,Mostly False
8802,Chris Christie,"Says New Jersey has gained ""143,000 new private-sector jobs.""",New Jersey,"Sunday, November 17th, 2013","Rounding up, but right",True
8803,Kenneth Block,"Rhode Island's unemployment insurance system ""is the most expensive such system in the country.""",Rhode Island,"Friday, November 15th, 2013","Expensive, but not the ""most expensive.""",False
8804,Karl King,"There were ""$2 billion in earmarks in fiscal year 2012.""",Oregon,"Friday, November 15th, 2013",Earmarked for inaccuracy,False
8805,Larry Ashley,"""Florida sheriffs unequivocally support"" the ""stand your ground"" law.",Florida,"Friday, November 15th, 2013","There was a vote, but others not present have expressed reservations",Mostly False
8806,Ted Cruz,"""Under President (George W.) Bush, prosecution of gun crimes was 30 percent higher than it is under President Obama.""",National,"Friday, November 15th, 2013",He cherry-picked his data,Mostly False
8807,Jim McDermott,"""On (the federal minimum wage of) $7.75, you can’t even make half the poverty level.""",National,"Friday, November 15th, 2013","For 98 percent of families, he's wrong",False
8808,Ellen Qualls,"Obamacare ""was the Republican plan in the early '90s.""",PunditFact,"Friday, November 15th, 2013",Republican support was half-hearted,Half-True
8809,Scott Walker,"""The $3.6 billion deficit we inherited has turned into more than a half-billion-dollar surplus.""",Wisconsin,"Friday, November 15th, 2013","Turned things around, but comparison is flawed",Half-True
8810,Lynn Westmoreland,"""I have returned money every year since taking office.""",Georgia,"Thursday, November 14th, 2013","$756,905 and counting?",True
8811,Goldie Taylor,"""Our national debt is as low as it has been since World War II.""",PunditFact,"Thursday, November 14th, 2013",Another case of faulty budget stats,False
8812,Chris Christie,"""Given how expansive our program already was,"" expanding Medicaid in New Jersey due to Obamacare ""was a relatively small expansion.""",National,"Thursday, November 14th, 2013","Looks right, but data is limited",Mostly True
8813,Ken Detzner,"One of the ""main functions"" of the Department of Homeland Security’s SAVE database is ""checking voter registration citizenship status.""",Florida,"Thursday, November 14th, 2013",Less than 1 percent of queries nationwide,False
8814,City of Austin,"""Onion Creek’s highest flow rate"" on a recent night of flooding ""was 120,000 cubic feet per second, which is nearly double the average flow rate of Niagara Falls.""",Texas,"Thursday, November 14th, 2013",Beware of unsourced charts,Mostly False
8815,Al Sharpton,"Under Obama, the national debt ""has been reduced every year for the last five years.""",PunditFact,"Thursday, November 14th, 2013",Debt ≠ deficit,False
8816,Scott Walker,"""During my eight years as county executive, we cut the number of county workers by 20 percent.""",Wisconsin,"Wednesday, November 13th, 2013","Parks, administration, transportation saw biggest cuts",True
8817,Miriam Martinez,"I am ""the first Latina to run for governor of Texas.""",Texas,"Wednesday, November 13th, 2013",Just three years ago...,False
8818,Jeff Merkley,Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.,Oregon,"Wednesday, November 13th, 2013","He's right, even if you deduct some losing their coverage.",True
8819,Ted Cruz,"""In the last four years, our economy has grown on average 0.9 percent a year.""",National,"Wednesday, November 13th, 2013",Growth is slow but not that slow,Mostly False
8820,Sean Hannity,"""In July 2010 the government said small businesses -- 60 percent -- will lose their health care, 45 percent of big business and a large percentage of individual health.""",PunditFact,"Wednesday, November 13th, 2013",Puts words in the government's mouth,False
8821,Steve Israel,"""Things went wrong with the Medicare prescription D plan that George Bush rolled out.""",National,"Wednesday, November 13th, 2013",Some eerie similarities,True
8822,Scott Walker,"""The national debt is on track to double during Obama’s presidency.""",Wisconsin,"Wednesday, November 13th, 2013","Blame is shared, trend is clear",Mostly True
8823,Michael Mule',"""Georgia has lost 14 percent of its jobs paying more than $50,000 a year and added 15 percent to its Medicaid rolls during the recovery.""",Georgia,"Tuesday, November 12th, 2013",Changes since recovery unclear,Half-True
8824,Mr. Conservative,"Says the Obama administration is handing out a pamphlet titled, ""What To Do When The Veteran In Your Classroom Attempts A Mass Shooting""",National,"Tuesday, November 12th, 2013","It's satire, folks, just satire",Pants on Fire!
8825,Jay Leno,"""Social Security took seven years before anybody got the first check.""",PunditFact,"Tuesday, November 12th, 2013",Congress pushed up the first checks,Mostly False
8826,Scott Brown,"""They delayed my swearing-in here in Massachusetts for a couple weeks so they could ram (the health care law) through.""",PunditFact,"Tuesday, November 12th, 2013",Brown flubs the history,False
8827,Frank Fahrenkopf,"""The majority of people travelling to these destination resorts are not going for the primary purpose of gambling.""",Florida,"Monday, November 11th, 2013",Losing odds,Mostly False
8828,Dennis Linthicum,Says the U.S. national debt has tripled during Rep. Greg Walden’s time in Congress.,Oregon,"Monday, November 11th, 2013","It has, but Walden is hardly to blame.",Half-True
8829,Charlie Crist,"Says Rick Scott ""cut education by $1.3 billion"" in his first year, then ""in his second year he decreases funding by $300 million to our state universities.""",Florida,"Monday, November 11th, 2013","Yes, but money was also restored",Mostly True
8830,Charlotte Nash,Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,Georgia,"Sunday, November 10th, 2013",A penny looks smart,True
8831,Hilary Rosen,"Says Chris Christie ""vetoed Planned Parenthood funding five times over the course of his governorship.""",PunditFact,"Sunday, November 10th, 2013",Christie said funding was duplicative,Mostly True
8832,George Will,Says 18 states and the District of Columbia have voted Democratic in six consecutive presidential elections.,PunditFact,"Sunday, November 10th, 2013",A troubling trend for the GOP,True
8833,Chris Christie,"""In fact, there’s more state funding for education today than any other time.""",New Jersey,"Sunday, November 10th, 2013",Funding's the highest,True
8834,Allan Fung,"""We have created new jobs here in Cranston -- more than 1,000.""",Rhode Island,"Friday, November 8th, 2013","Hyperbole aside, evidence supports claim",Mostly True
8835,Barack Obama,"""A million people … could get health insurance right away"" if Texas expanded Medicaid under Obamacare.",Texas,"Friday, November 8th, 2013",State estimates 1.4 million,True
8836,Larry Elder,"""When you add a dollar value to mandates,"" government took almost 50 percent ""of the American people’s money.""",PunditFact,"Friday, November 8th, 2013",Hard to pin a number on regulations,Mostly False
8837,Greg Abbott,"Wendy Davis is ""fighting to bring ... Bloomberg-style gun control to Texas.""",Texas,"Friday, November 8th, 2013",Favors gun show checks,Half-True
8838,Steve Leslie,"The University of Texas is starting ""the first medical school at a major Tier One"" university ""in the last 50 years.""",Texas,"Friday, November 8th, 2013",Diagnosing tip-top schools,Mostly True
8839,Coalition for Fair Budget Priorities,Says taxpayer subsidy for the Oregon Convention Center hotel jumped $100 million in closed-door sessions,Oregon,"Thursday, November 7th, 2013",No room for disagreement,True
8840,Americans for Prosperity,"Says Kay Hagan ""supports waivers for friends of Obama and special treatment for Congress and their staffs.""",National,"Thursday, November 7th, 2013",Wrong on both counts,False
8841,Republican Party of Florida,"Says Alex Sink supported ""a $5.2 billion increase in Florida's debt.""",Florida,"Thursday, November 7th, 2013","Shared responsibility with governor, legislators",Mostly False
8842,Charlie Crist,"Charlie Crist stopped ""layoffs of some 20,000 school teachers during the global economic meltdown.""",Florida,"Thursday, November 7th, 2013",The big credit goes to Congress for approving the stimulus,Half-True
8843,Ed Schultz,"Says Chris Christie fired 6,000 teachers.",PunditFact,"Thursday, November 7th, 2013",Schultz gets a C in math,Half-True
8844,Scott Walker,"With a bill bringing $100 million in property tax relief, ""the typical Wisconsin homeowner will save approximately $680 over four years.""",Wisconsin,"Wednesday, November 6th, 2013",No mention that it's a hypothetical scenario,Pants on Fire!
8845,Americans for Prosperity,"Says ""new mandates are already reducing full-time employment.""",National,"Wednesday, November 6th, 2013",Attack on Landrieu oversold at best,Mostly False
8846,Glenn Beck,"Says Barack Obama ""knew half of the population of the United States would lose their health insurance.""",PunditFact,"Wednesday, November 6th, 2013",This claim flatlines,Pants on Fire!
8847,Barack Obama,"""What we said was, you can keep (your plan) if it hasn’t changed since the law passed.""",National,"Wednesday, November 6th, 2013",A little late to change his tune,Pants on Fire!
8848,Sid Covington,"A planning group said that to meet anticipated traffic demands by 2035, Interstate 35 between Austin and Round Rock will need a dozen additional lanes going north and 14 additional southbound lanes.",Texas,"Wednesday, November 6th, 2013",If there were no limits...,Half-True
8849,Brad Blakeman,"""When is a farm bill not a farm bill? When 90 percent of it is for food stamps.""",PunditFact,"Wednesday, November 6th, 2013",It's a huge piece of the pie,Mostly True
8850,Janet Bewley,"""The Legislature passed Gov. Walker’s so-called property tax relief bill,"" but the Republicans ""are still raising your property taxes.""",Wisconsin,"Tuesday, November 5th, 2013","Up a bit, yes; but why is more complicated",Half-True
8851,Portland Association of Teachers,"Says administrator salaries were increased, ""but other school employees were left behind.""",Oregon,"Tuesday, November 5th, 2013",Not if you take a longer-term view.,Half-True
8852,Jon Stewart,"Congress ""is bewildered at the scope and reach of our spying apparatus"" but in 2008 and 2012 ""explicitly rejected an amendment calling for more disclosure.""",PunditFact,"Tuesday, November 5th, 2013",Congress gave spies a long leash,True
8853,Branko Radulovacki,"I am the only U.S. Senate candidate who spoke out against bombing Syria, and who challenged Georgia’s governor and insurance commissioner over obstruction to the Affordable Care Act.",Georgia,"Monday, November 4th, 2013",Others beat him to the punch.,False
8854,Charlie Crist,"Says Rick Scott ""didn’t even come to his own education summit. But he did take time to go to the tea party convention the same week.""",Florida,"Monday, November 4th, 2013",Checking the calendar,True
8855,Mike Rogers,"In 1929, the Secretary of State shut down a program that was ""collecting information to protect America"" because it was ""unseemly,"" but that move led to ""millions and millions"" of deaths in World War II.",National,"Monday, November 4th, 2013","Gets the facts right, but the implications wrong",Half-True
8856,Rush Limbaugh,"""If your plan is the result of collective bargaining, no subsequent changes by anybody -- insurance companies, Obamacare -- can force your grandfathered policy to change.""",PunditFact,"Monday, November 4th, 2013",Rush takes it too far,Mostly False
8857,Barack Obama,"Due to Obamacare, Arkansas ""has covered almost 14 percent of its uninsured already.""",National,"Monday, November 4th, 2013",Thanks to a site run by Arkansas,Mostly True
8858,Dana Perino,"""The insurance industry is actually run by mostly Democrats.""",PunditFact,"Monday, November 4th, 2013",Money tells a different story,False
8859,Bill Maher,"The average fast food worker is 29, and most fast food workers ""are on some form of public assistance.""",PunditFact,"Sunday, November 3rd, 2013",Public assistance data is a bit subjective,Mostly True
8860,Van Jones,"""Only 14 percent of Americans were able to keep these individual market plans for two years"" before Obamacare became law.",PunditFact,"Sunday, November 3rd, 2013","A volatile market, for sure",Half-True
8861,Jonathan Karl,"""Before the Republican wave in 2010, Democrats had an advantage on the generic ballot in Congress. Even in 1994 with the Gingrich revolution ... Democrats had that advantage.""",PunditFact,"Sunday, November 3rd, 2013",The generic ballot a year before election day may not mean much,True
8862,Scott Brown,The federal health care law raises taxes and cuts Medicare.,PunditFact,"Sunday, November 3rd, 2013","Taxes, yes, but a complicated picture on Medicare",Mostly True
8863,Ezekiel Emanuel,"""The insurance companies are making that choice (to cancel or change policies), not the president.""",PunditFact,"Sunday, November 3rd, 2013",Changes prompted by law,Mostly False
8864,Jan Crawford,"""On day one, six people were able to sign up"" for health insurance through the federal marketplace.",PunditFact,"Sunday, November 3rd, 2013",Internal memos show tiny numbers,Mostly True
8865,Mitt Romney,"""Health insurance is more expensive in Massachusetts than anywhere else in the country.""",National,"Sunday, November 3rd, 2013",Only Alaska is higher,Mostly True
8866,Chris Abele,"""We’re one of the only communities in the country that didn’t lose population in the last census.""",Wisconsin,"Sunday, November 3rd, 2013",Actually lots and lots fit that category,Pants on Fire!
8867,Gina Raimondo,"""Providence has more of its pension fund invested in hedge funds and is less transparent"" about it than the state.",Rhode Island,"Saturday, November 2nd, 2013","True Sept. 30, not so much since",Mostly True
8868,Friends of Clearwater PAC,"Passage of a referendum on an aquarium for Clearwater means ""NO future funding for our neighborhoods.""",Florida,"Saturday, November 2nd, 2013",This claim doesn't hold water,False
8869,Matt Rinker,"""Natalyn Archibong skipped (Atlanta) City Council meetings or was late 90% of the time. Then she voted herself a pay raise.""",Georgia,"Friday, November 1st, 2013",Flier needs more context,Mostly False
8870,Rachel Maddow,"""Rand Paul’s speech ... on 'Gattaca' was totally ripped off of Wikipedia.""",PunditFact,"Friday, November 1st, 2013",Paul caught red-handed,True
8871,Suzanne Somers,"""Even after Obamacare is fully implemented, there still will be tens of millions of people not covered.""",PunditFact,"Friday, November 1st, 2013","Some ridiculed her column, but this claim is correct",True
8872,Republican Party of Florida,"As CFO, Alex Sink oversaw ""a $27 billion loss in the state's pension fund.""",Florida,"Friday, November 1st, 2013",Recession also to blame,Half-True
8873,Kelly Ayotte,"Under President George W. Bush, ""we added $4.9 trillion to the debt. Under President Obama … we’ve added $6.5 trillion to the debt.""",New Hampshire,"Friday, November 1st, 2013",Ayotte's on the money,True
8874,Ken Cuccinelli,"Terry McAuliffe ""wants to raise your taxes $1,700 to pay for his infinite promises.""",Virginia,"Friday, November 1st, 2013",A stew of questionable assumptions,False
8875,Scott Walker,"""Wisconsin ranks No. 2 in economic growth"", according to the Federal Reserve Bank of Philadelphia.",Wisconsin,"Friday, November 1st, 2013","Economy may be improving, but there's no ranking",Mostly False
8876,Terry McAuliffe,"Ken Cuccinelli would ""take money away from public schools to fund private schools.""",Virginia,"Thursday, October 31st, 2013",Greatly exaggerated claim,Mostly False
8877,Julie Parrish,"""West Linn has one of the highest per capita rates of home-based businesses in the United States.""",Oregon,"Thursday, October 31st, 2013",No place like home business,False
8878,Democratic Governors Association,"""Texas Governor Rick Perry’s voter ID law is a blatant effort to defeat Wendy Davis by disenfranchising tens of thousands of women voters.""",Texas,"Thursday, October 31st, 2013",Not at issue in 2011 legislative session,Pants on Fire!
8879,Alan Grayson,"""This is the year Florida becomes a majority minority state.""",Florida,"Thursday, October 31st, 2013","No way, José!",False
8880,Edward Lindsey,Most voters prefer zombies to the current U.S. Congress.,Georgia,"Wednesday, October 30th, 2013",Spooky!,True
8881,Kathleen Sebelius,"""If I have affordable coverage in my workplace, I'm not eligible to go into the marketplace. ... It’s illegal.""",National,"Wednesday, October 30th, 2013",Don't call the cops,Pants on Fire!
8882,Valerie Jarrett,"""FACT: Nothing in #Obamacare forces people out of their health plans.""",National,"Wednesday, October 30th, 2013","""Nothing"" is way too strong a word for what's going on",False
8883,Dick Cheney,"Says Mike Enzi is ""getting about 84 percent of his campaign funds from Washington-based PACs. That's more than any senator of either party.""",National,"Wednesday, October 30th, 2013",PACs have bigger impact in small-population states,Mostly True
8884,League of Women Voters of Florida,"The U.S. Department of Homeland Security warned that the SAVE ""database is not a foolproof means of verifying (citizenship on) the voter rolls.""",Florida,"Wednesday, October 30th, 2013",Feds noted key caveats about using it for voter rolls,True
8885,Charlie Sykes,"""The number of Americans who receive means-tested government benefits -- welfare -- now outnumbers those who are year-round full-time workers.""",National,"Wednesday, October 30th, 2013",Using old numbers tips this claim over the edge,False
8886,Daniel Llanes,"""78702 is the second-most gentrified ZIP code in the entire country.""",Texas,"Wednesday, October 30th, 2013",List tracked surges in white residents,False
8887,Rhode Island Tea Party,"""Soldiers Donating to Tea Party Now Face Punishment Under the Uniform Code of Military Justice.""",Rhode Island,"Tuesday, October 29th, 2013",Blindly broadcasts bogus headline,Pants on Fire!
8888,David Axelrod,"""The vast majority of people in this country are keeping their (health insurance) plan.""",National,"Tuesday, October 29th, 2013","Cancellations the exception, not the rule",Mostly True
8889,Joe Barton,"""Hidden"" in the healthcare.gov code is language that means users ""waive any reasonable right to privacy of your personal information.""",National,"Tuesday, October 29th, 2013",The code exists but does nothing,False
8890,Independent Texans,"$6 billion water bond program voters passed in 2011 ""has yet to be tapped.""",Texas,"Tuesday, October 29th, 2013",State: About on schedule,Mostly True
8891,John Fleming,"In Massachusetts, ""half of the primary care doctors are not accepting new patients.""",National,"Tuesday, October 29th, 2013","A recent, respected survey confirms it",True
8892,Maria Sachs,"""In 2011, texting surpassed alcohol as the leading contributing factor in teen driving deaths.""",Florida,"Tuesday, October 29th, 2013",This talking point needs to pull over,Mostly False
8893,John Barge,"""We have about six school districts that are in school 140 to 150 days this year.""",Georgia,"Monday, October 28th, 2013",Tight budgets tightening school days,Mostly True
8894,Barack Obama,"Nearly 6 in 10 uninsured Americans ""can get health insurance for what may be the equivalent of your cell phone bill.""",National,"Monday, October 28th, 2013",Your bill may spike if you get sick,Mostly True
8895,Nick Gillespie,"Emergency rooms account for ""2 percent of all health care spending.""",National,"Monday, October 28th, 2013","It could be a bit higher, but not much",Mostly True
8896,Amardeep Kaleka,"Wisconsin sold fresh water to California, helping that state's dairy industry, and ""lost a bunch of jobs (and) a bunch of farmland.""",Wisconsin,"Sunday, October 27th, 2013",Never happened,Pants on Fire!
8897,Next Generation Climate Action Committee,"Says Ken Cuccinelli wants ""to eliminate all forms of birth control.""",Virginia,"Sunday, October 27th, 2013",Explosive charge is a dud,Pants on Fire!
8898,Chris Christie,"Says Barbara Buono ""voted to raise her own pay 40 percent.""",New Jersey,"Sunday, October 27th, 2013",Getting by with a little help from your legislative friends,Mostly True
8899,Chris Abele,"""We’re second only to Boston in college students per capita.""",Wisconsin,"Sunday, October 27th, 2013",More like middle of the pack,False
8900,Diane Ravitch,"""Test scores had gone up steadily for 40 years until No Child Left Behind and Race to the Top.""",Rhode Island,"Saturday, October 26th, 2013",Get out the red pencil,Mostly False
8901,Pam Stewart,"For the state of Florida, ""there is not an additional cost with implementation of the Common Core standards.""",Florida,"Friday, October 25th, 2013",Counting costs isn't straight-forward,Half-True
8902,Marco Rubio,"In Florida, ""300,000 people are going to lose their individual coverage because of Obamacare. Now those people next year, they don’t have health insurance.""",Florida,"Friday, October 25th, 2013","Their plans are ending, but Florida Blue offers new ones",Mostly False
8903,Lawrence O'Donnell,"""The IRS has been specifically forbidden ...  from ever actually pursuing either civil or criminal remedies"" for people who don’t purchase health insurance.",National,"Friday, October 25th, 2013",IRS left mostly toothless on this tax,Mostly True
8904,Greg Abbott,"Wendy Davis is ""threatening to raise taxes up to $35 billion.""",Texas,"Friday, October 25th, 2013",Careful study,Mostly False
8905,Nancy Jester,"Georgia ""spends in the top 10 nationally on education, yet, most of our education metrics hover in the bottom five.""",Georgia,"Thursday, October 24th, 2013","Population, enrollment influence claim",Half-True
8906,Facebook posts,"Congress, criminals, Scientologists and other groups are exempt from Obamacare.",National,"Thursday, October 24th, 2013",Mostly off-base,Mostly False
8907,Jason Conger,"Says ""there are actually more people in poverty now than there were when we started"" the War on Poverty.",Oregon,"Thursday, October 24th, 2013","More people, but the rate is lower these days.",Mostly True
8908,Tommy Thompson,"""Wisconsin is not as obese as the national average is. The national average, 35.7 percent of the population is obese. In Wisconsin, it's closer to 26 percent.""",Wisconsin,"Thursday, October 24th, 2013","UPDATE: Numbers nearly right, conclusion wrong",Mostly False
8909,Sean Hannity,"""In 45 out of 50 states, on average men are seeing their premiums double, going up 99 percent. Women up 62 percent.""",National,"Thursday, October 24th, 2013",Applies limited findings to everybody,Mostly False
8910,Sondy Pope,"Common Core ""is not from the federal government,"" they ""do not have their fingerprints on this thing at all.""",Wisconsin,"Wednesday, October 23rd, 2013","Not a federal initiative, but some federal incentives",Mostly True
8911,Paul LePage,"""About 47 percent of able-bodied people in the state of Maine don’t work.""",National,"Wednesday, October 23rd, 2013",Only if you support jobs for babies,Pants on Fire!
8912,Andrew Napolitano,"""Woodrow Wilson borrowed $30 billion to fund World War I in 1917. That money has not been paid back. And we are still paying interest on it.""",National,"Wednesday, October 23rd, 2013",How many Liberty Bonds are still at liberty?,Mostly False
8913,Marco Rubio,"""I never was in favor of shutting down the government. … (I) voted to fund the government fully.""",National,"Wednesday, October 23rd, 2013",Statements and votes undermine his claim,Mostly False
8914,Chris Abele,"Milwaukee County has ""a parks capital budget that’s bigger than it’s been in the last 10 years.""",Wisconsin,"Wednesday, October 23rd, 2013",Higher under predecessor,False
8915,Barth Bracy,"Gov. Lincoln Chafee has imposed ""a mandatory abortion fee"" on all Rhode Islanders who buy health insurance through the state’s Obamacare exchange.",Rhode Island,"Tuesday, October 22nd, 2013",Separate payment required -- by the feds,Half-True
8916,Sam Stein,"""No one beta-tested"" healthcare.gov.",National,"Tuesday, October 22nd, 2013",Not a Google-like launch,Mostly True
8917,Texas Right to Life,"""Wendy Davis opposes any limits on abortion.""",Texas,"Tuesday, October 22nd, 2013",Says she opposes most late-term abortions,False
8918,Tom Colicchio,"Says under President Barack Obama, the debt increased by 23 percent, which was less than under any president going back to Ronald Reagan.",National,"Tuesday, October 22nd, 2013",Top chef retweeted claim that cooked the books,False
8919,Maria Bartiromo,"""As a result of Obamacare, we are becoming something of a part-time employment country.""",National,"Tuesday, October 22nd, 2013","So far, no there, there",False
8920,Marco Rubio,"Common Core is being ""used by the Obama Administration to turn the Department of Education into what is effectively a national school board.""",Florida,"Tuesday, October 22nd, 2013",An issue that splits Marco and Jeb,False
8921,Paul Broun,"According to a federal report, Obamacare will increase the long-term federal deficit by $6.2 trillion.",Georgia,"Monday, October 21st, 2013",Lacking significant context,Mostly False
8922,Barack Obama,"""Half of all CEOs say that the shutdown and the threat of shutdown set back their plans to hire over the next six months.""",National,"Monday, October 21st, 2013",Just one survey of big businesses,Mostly True
8923,Mark Obenshain,"""Mark Herring voted to allow sex offenders, including rapists, to serve shorter sentences.""",Virginia,"Monday, October 21st, 2013",Herring voted against changing sentencing procedures,Mostly False
8924,Sandra Stotsky,"""Common Core expects English teachers to spend at least half of their reading instructional time at every grade level on informational texts.""",Florida,"Monday, October 21st, 2013",'The Great Gatsby' can live on,False
8925,Florida Stop Common Core Coalition,"The goal of Common Core is ""to instill federally determined attitudes and mindsets in students including political and religious beliefs.""",Florida,"Monday, October 21st, 2013",This claim doesn't have a prayer,Pants on Fire!
8926,Public comments at a Common Core hearing,Teachers were not involved in developing the Common Core State Standards.,Florida,"Monday, October 21st, 2013",Except for all those teachers who were involved,False
8927,Larry Elder,"Says ""74 percent of small-business people believe that Obamacare is a bad idea.""",Georgia,"Monday, October 21st, 2013",Claim on life support,False
8928,Tim Curtis,"Common Core means ""there are over 300 data elements the government is going to be collecting about your children and about you.""",Florida,"Monday, October 21st, 2013","Already happens, with or without Common Core",Mostly False
